row_id,query_id,expected_anchor_key,h0h1,pair_level_status,pair_level_accepted,accepted_cache_key,accepted_candidate_rank,score,threshold,response_returned,judge_label_for_accepted_candidate,is_true_accept,is_false_accept,is_false_reject,is_true_reject,reason,final_decision_source,query_level_status,query_level_accepted,query_level_selected_candidate_key,query_level_selected_candidate_rank,query_level_selected_score,query_level_threshold,fallback_used
0,row:0,anchor:-1,-1,hit,True,anchor:626,1,0.9985007474886187,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
1,row:1,anchor:944,0,hit,True,anchor:944,1,1.0,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
2,row:2,anchor:-1,-1,hit,True,anchor:980,1,0.9989991099579347,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
3,row:3,anchor:-1,-1,hit,True,anchor:626,1,0.998493413474362,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
4,row:4,anchor:309,0,hit,True,anchor:309,1,0.9999999999999999,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
5,row:5,anchor:-1,-1,hit,True,anchor:626,1,0.9985437181392951,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
6,row:6,anchor:-1,-1,hit,True,anchor:751,1,0.9990971802366083,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
7,row:7,anchor:-1,-1,hit,True,anchor:626,1,0.9985594352663997,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
8,row:8,anchor:-1,-1,hit,True,anchor:626,1,0.9985471089708112,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
9,row:9,anchor:266,0,hit,True,anchor:266,1,0.9999887424632528,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
10,row:10,anchor:-1,-1,hit,True,anchor:980,1,0.9981032722203588,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
11,row:11,anchor:266,0,hit,True,anchor:266,1,0.9999887908203022,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
